  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029740 99999 201708050720 990  16 ***  25 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050750 200  18 ***  25 *** * * *  6.2 ** ** ** ** ** ** ** ** *   66   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050800 213  18  25  23 BKN * * * 30.3 ** ** ** ** 00 ** ** ** *   67   56  997.6 *****  991.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708050820 190  21 ***  25 *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   55 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050850 210  20 ***  25 *** * * *  6.2 16 ** ** ** ** ** ** ** *   68   57 ****** 29.44 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050900 225  19  28  25 BKN * * * 25.0 80 ** ** ** ** ** ** ** 2   66   56  998.0 *****  991.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708050920 210  17 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   64   55 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708050950 200  18 ***  25 *** * * *  6.2 16 ** ** ** ** ** ** ** *   66   57 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051000 218  17  23 722 SCT * * * 27.4 ** ** ** ** 23 ** ** ** *   66   56  998.1 *****  991.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708051020 210  20 ***  25 *** * * *  6.2 16 ** ** ** ** ** ** ** *   66   55 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051050 240  11 ***  25 *** * * *  6.2 16 ** ** ** ** ** ** ** *   64   59 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051100 253  12  18 722 SCT * * * 31.2 ** ** ** ** 23 ** ** ** *   64   58  998.3 *****  992.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708051120 230  15 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   63   57 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051150 210  11 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   63   57 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051200 240  16  25  20 BKN * * * 18.8 80 ** ** ** ** ** ** ** 8   62   57  999.0 *****  992.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708051220 230  13 ***  90 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   57 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051250 210  18 ***  90 *** * * *  6.2 16 ** ** ** ** ** ** ** *   66   57 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051300 221  17  27 722 SCT * * * 30.2 ** ** ** ** 23 ** ** ** *   66   56  998.8 *****  992.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708051320 210  20 ***  80 *** * * *  6.2 16 ** ** ** ** ** ** ** *   66   57 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051350 210  17 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   68   55 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051400 214  19  26 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   67   56  999.0 *****  992.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708051420 190  15 *** *** *** * * *  6.2 16 ** ** ** ** ** ** ** *   68   57 ****** 29.47 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051450 210  17 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   55 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051500 231  11  15  25 BKN * * * 31.2 03 ** ** ** ** ** ** ** 8   64   55  999.2 *****  993.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708051520 210  14 ***  50 *** * * *  6.2 16 ** ** ** ** ** ** ** *   66   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051550 210  16 ***  60 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   59 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051600 218  14  18  58 BKN * * * 31.2 ** ** ** ** 22 ** ** ** *   65   57  999.4 *****  993.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708051620 200  15 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051650 200  14 ***  70 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051700 213  12  17 *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   64   57  999.4 *****  993.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708051720 200  15 ***  65 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051750 200  11 ***  65 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051800 212  11  15 722 SCT * * * 31.2 02 ** ** ** ** ** ** ** 8   62   57  999.6 *****  993.3  68  61  0.00 ***** ***** *****  0 
029740 99999 201708051820 200  13 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051850 200  13 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051900 216  11  14  80 OVC * * * 29.4 ** ** ** ** 00 ** ** ** *   61   58  999.9 *****  993.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708051920 190  11 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708051950 190  10 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708052000 208  10  15  66 OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   61   58 1000.1 *****  993.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708052020 190  13 ***  90 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708052050 190  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708052100 213   9  13  94 BKN * * * 31.2 01 ** ** ** ** ** ** ** 1   61   57 1000.0 *****  993.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708052120 200  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708052150 210   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   55 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708052200 210   8 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   58   56 1000.2 *****  993.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708052220 190   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   55 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708052250 180  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   55 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708052300 196  10  13 *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   58   56 1000.3 *****  993.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708052320 180   9 ***  80 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   55 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708052350 170   9 ***  80 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060000 184  10  13 *** BKN * * * 31.2 02 ** ** ** ** ** ** ** 1   59   57 1000.2 *****  993.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708060020 170   9 ***  58 *** * * *  6.2 61 ** ** ** ** ** ** ** *   61   57 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060050 180   9 ***  75 *** * * *  6.2 61 ** ** ** ** ** ** ** *   61   57 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060100 214  11  16  13 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   60   57 1000.1 *****  993.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708060120 200  14 ***  17 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   55 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060150 200  13 ***  15 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   55 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060200 219  12  17  15 OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   59   56  999.9 *****  993.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708060220 210  13 ***  17 *** * * *  6.2 61 ** ** ** ** ** ** ** *   59   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060250 190  13 ***  22 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060300 197  13  17  10 BKN * * * 31.2 21 ** ** ** ** ** ** ** 6   59   56 1000.0 *****  993.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708060320 190  11 ***  35 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   55 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060350 190  14 ***  18 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   55 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060400 212  14  19  13 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   60   56 1000.1 *****  993.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708060420 200  16 ***  20 *** * * *  6.2 61 ** ** ** ** ** ** ** *   61   55 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060450 200  16 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060500 214  14  19 *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   60   57 1000.1 *****  993.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708060520 200  15 ***  16 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.50 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060550 210  17 ***  16 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060600 218  16  23  13 BKN * * * 31.2 02 ** ** ** ** ** ** ** 6   63   57 1000.2 *****  993.9  63  58  0.00 ***** ***** *****  0 
029740 99999 201708060620 210  21 ***  17 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   55 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060650 220  17 ***  17 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   55 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060700 231  19  24  17 OVC * * *  8.4 ** ** ** ** 61 ** ** ** *   61   58 1000.7 *****  994.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708060720 220  15 ***  19 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   57 ****** 29.53 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060750 220  15 ***  19 *** * * *  6.2 80 ** ** ** ** ** ** ** *   63   59 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060800 240  15  23  17 OVC * * * 19.3 ** ** ** ** 81 ** ** ** *   63   60 1001.4 *****  995.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708060820 230  15 ***  19 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   57 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060850 230  16 ***  21 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   57 ****** 29.56 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060900 241  14  23  13 BKN * * * 31.2 16 ** ** ** ** ** ** ** 8   64   58 1001.8 *****  995.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708060920 230  16 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   63   57 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708060950 230  14 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   63   59 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061000 243  16  23  18 BKN * * * 15.1 ** ** ** ** 61 ** ** ** *   61   59 1002.6 *****  996.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708061020 240  14 ***  30 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   59 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061050 240  20 ***  30 *** * * *  6.2 16 ** ** ** ** ** ** ** *   64   59 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061100 251  16  23 *** BKN * * * 31.2 ** ** ** ** 23 ** ** ** *   64   58 1002.7 *****  996.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708061120 230  20  31  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   63   57 ****** 29.59 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061150 240  17 ***  30 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   57 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061200 243  22  31 *** BKN * * * 18.8 16 ** ** ** ** ** ** ** 8   64   58 1003.2 *****  997.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708061220 230  23 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   57 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061250 240  18 ***  30 *** * * *  6.2 81 ** ** ** ** ** ** ** *   59   57 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061300 253  19  27  28 BKN * * * 25.6 ** ** ** ** 81 ** ** ** *   60   58 1004.0 *****  997.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708061320 240  17 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   57 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061350 240  16 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   57 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061400 250  15  22  39 BKN * * * 12.0 ** ** ** ** 81 ** ** ** *   60   57 1004.4 *****  998.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708061420 240  15 ***  30 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   57 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061450 240  13 ***  30 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   57 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061500 240  11  16 *** BKN * * * 18.8 01 ** ** ** ** ** ** ** 8   60   57 1004.6 *****  998.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708061520 230  13 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   57 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061550 220  11 ***  80 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   57 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061600 238  12  18  12 BKN * * * 31.2 ** ** ** ** 23 ** ** ** *   60   58 1005.0 *****  998.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708061650 220  14 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   59   57 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061700 240  12  15  69 BKN * * * 28.4 ** ** ** ** 81 ** ** ** *   59   56 1005.1 *****  998.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708061720 220  11 ***  30 *** * * *  6.2 16 ** ** ** ** ** ** ** *   59   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061750 210  13 ***  30 *** * * *  6.2 80 ** ** ** ** ** ** ** *   59   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061800 230  13  19 *** BKN * * * 18.8 80 ** ** ** ** ** ** ** 8   58   56 1005.4 *****  999.0  64  58  0.00 ***** ***** *****  0 
029740 99999 201708061820 220  13 ***  30 *** * * *  6.2 16 ** ** ** ** ** ** ** *   59   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061850 220  13 ***  45 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061900 234  13  20  36 BKN * * * 31.2 ** ** ** ** 22 ** ** ** *   58   55 1005.6 *****  999.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708061920 220  13 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708061950 220  10 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708062000 239  11  15 100 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   57   56 1005.5 *****  999.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708062020 220  10 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708062050 220  10 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708062100 238  12  16 *** BKN * * * 31.2 02 ** ** ** ** ** ** ** 8   57   56 1005.8 *****  999.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708062120 230  11 *** 100 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708062150 240  13 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708062200 249  12  17   9 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   58   56 1005.9 *****  999.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708062220 230  11 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708062250 240  11 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708062300 250  10  14 *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   57   55 1006.0 *****  999.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708062320 230   8 *** 110 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708062350 230   9 *** 120 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070000 239   9  12 *** BKN * * * 31.2 02 ** ** ** ** ** ** ** 8   57   55 1006.4 ***** 1000.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708070020 230   8 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070050 230   8 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070100 244   9  13  18 OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   57   56 1006.9 ***** 1000.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708070120 240   9 ***  35 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070150 240   8 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070200 250   8 ***  37 OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   57   56 1007.2 ***** 1000.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708070220 230   8 ***  17 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070250 240   8 ***  13 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070300 255   9 ***   9 BKN * * * 31.2 02 ** ** ** ** ** ** ** 2   58   56 1007.7 ***** 1001.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708070320 250   9 ***  11 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   55 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070350 250   7 ***   9 *** * * *  6.2 61 ** ** ** ** ** ** ** *   57   55 ****** 29.74 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070400 258   8 ***   8 OVC * * * 27.0 ** ** ** ** 81 ** ** ** *   58   56 1008.3 ***** 1001.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708070420 250   8 ***   9 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   55 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070450 240   7 ***   8 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070500 259   7 ***   8 OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   59   57 1008.9 ***** 1002.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708070520 250   9 ***   9 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070550 250   8 ***   9 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   57 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070600 257   8 ***  10 OVC * * * 31.2 ** ** ** ** 00 ** ** ** 8   60   57 1009.3 ***** 1003.0  61  57  0.00 ***** ***** *****  0 
029740 99999 201708070620 240   9 ***  10 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070650 250   9 ***   9 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   57 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070700 272   7 ***  10 OVC * * * 12.2 ** ** ** ** 52 ** ** ** *   61   58 1009.8 ***** 1003.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708070720 270   8 ***  12 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   57 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070750 240   7 ***  12 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   59 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070800 259   7 ***   6 OVC * * * 15.5 ** ** ** ** 81 ** ** ** *   61   59 1010.3 ***** 1004.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708070820 250   7 ***  14 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   59 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070850 240   8 ***  40 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   57 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070900 233  10  14  14 BKN * * * 12.5 80 ** ** ** ** ** ** ** 8   61   58 1010.9 ***** 1004.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708070920 220   9 ***  40 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   59 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708070950 240  10 ***  40 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   59 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071000 270   9  12  50 BKN * * * 29.1 ** ** ** ** 81 ** ** ** *   61   58 1011.5 ***** 1005.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708071020 260   7 ***  40 *** * * *  6.2 16 ** ** ** ** ** ** ** *   61   59 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071050 270   6 *** 100 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   59 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071100 262   6 *** *** BKN * * * 31.2 ** ** ** ** 23 ** ** ** *   64   60 1011.9 ***** 1005.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708071120 990   6 *** 100 *** * * *  6.2 16 ** ** ** ** ** ** ** *   64   57 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071150 990   7 ***  40 *** * * *  6.2 80 ** ** ** ** ** ** ** *   63   57 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071200 274   8  13  10 BKN * * *  6.2 80 ** ** ** ** ** ** ** 8   63   60 1012.8 ***** 1006.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708071220 250   8 ***  40 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   59 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071250 240   8 ***  40 *** * * *  6.2 80 ** ** ** ** ** ** ** *   61   59 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071300 275   9  12 *** BKN * * * 21.4 ** ** ** ** 61 ** ** ** *   62   60 1013.6 ***** 1007.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708071320 270   7 ***  50 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   59 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071350 250   9 ***  50 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   59 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071400 276  13  19  14 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   64   58 1014.0 ***** 1007.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708071420 280  15 ***  50 *** * * *  6.2 16 ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708071450 990  14 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
