  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
029740 99999 201708271350 990   7 ***  56 *** * * *  6.2 ** ** ** ** ** ** ** ** *   55   43 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271400 360   7 *** *** OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   56   43 1013.4 ***** 1006.9 *** *** ***** ***** ***** ***** ** 
029740 99999 201708271420 990   6 ***  53 *** * * *  6.2 ** ** ** ** ** ** ** ** *   55   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271450 330   5 ***  57 *** * * *  6.2 16 ** ** ** ** ** ** ** *   55   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271500 *** *** ***  30 BKN * * * 31.2 15 ** ** ** ** ** ** ** 2 **** **** ****** ***** ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271520 990   5 ***  60 *** * * *  6.2 16 ** ** ** ** ** ** ** *   55   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271550 990   2 ***  56 *** * * *  6.2 16 ** ** ** ** ** ** ** *   55   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271600 038   9  12  28 OVC * * * 14.9 ** ** ** ** 00 ** ** ** *   54   47 1013.7 ***** 1007.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708271620 050   5 ***  56 *** * * *  6.2 80 ** ** ** ** ** ** ** *   54   46 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271650 300   2 ***  48 *** * * *  6.2 ** ** ** ** ** ** ** ** *   54   46 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271700 340   2 *** *** OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   54   46 1013.8 ***** 1007.3 *** *** ***** ***** ***** ***** ** 
029740 99999 201708271720 320   5 ***  69 *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   48 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271750 290   3 ***  67 *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   48 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271800 317   4 *** *** BKN * * * 31.2 01 ** ** ** ** ** ** ** 8   52   48 1014.1 ***** 1007.7  59  49  0.00 ***** ***** *****  0 
029740 99999 201708271820 310   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   46 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271850 320   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   46 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271900 340   8 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   51   47 1014.5 ***** 1008.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708271920 320   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   45 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708271950 330   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   45 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708272000 354   5 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   49   46 1014.7 ***** 1008.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708272020 330   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   45 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708272050 280   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   45 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708272100 336   3 *** 722 SCT * * * 31.2 03 ** ** ** ** ** ** ** 1   47   46 1015.1 ***** 1008.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708272120 320   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   45 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708272150 320   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   45 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708272200 333   5 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   44   43 1015.3 ***** 1008.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708272220 300   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   45   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708272250 320   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708272300 341   4 ***  60 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   47   46 1015.5 ***** 1008.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708272320 300   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708272350 300   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280000 347   4 ***  59 BKN * * * 31.2 02 ** ** ** ** ** ** ** 1   47   46 1015.7 ***** 1009.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708280020 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280050 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280100 329   4 ***  58 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   48   46 1015.8 ***** 1009.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708280120 310   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   45 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280150 340   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280200 003   8 ***  59 OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   48   46 1016.0 ***** 1009.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708280220 350   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280250 350   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280300 013   6 ***  57 BKN * * * 31.2 02 ** ** ** ** ** ** ** 2   48   46 1016.3 ***** 1009.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708280320 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280350 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280400 003   4 ***  60 OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   48   47 1016.7 ***** 1010.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708280420 990   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280450 990   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280500 006   4 ***  57 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   49   47 1016.9 ***** 1010.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708280520 340   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   48 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280550 350   6 ***  56 *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   48 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280600 011   6 ***   3 BKN * * * 31.2 02 ** ** ** ** ** ** ** 2   51   48 1017.1 ***** 1010.6  53  44  0.00 ***** ***** *****  0 
029740 99999 201708280620 360   5 ***  55 *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280650 350   6 ***  53 *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   48 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280700 018   4 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   55   48 1017.3 ***** 1010.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708280720 990   3 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   54   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280750 330   5 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   55   48 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280800 343   4 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   55   46 1017.6 ***** 1011.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708280820 990   3 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   55   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280850 990   2 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   55   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280900 340   6 *** *** BKN * * * 31.2 03 ** ** ** ** ** ** ** 2   56   46 1017.7 ***** 1011.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708280920 990   3 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708280950 990   5 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281000 312   5 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   58   45 1017.4 ***** 1011.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708281020 990   6 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281050 990   6 ***  34 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   43 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281100 322   6  11  34 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   60   45 1017.4 ***** 1011.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708281120 310   9 ***  34 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281150 990   8 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281200 315   9  15  39 BKN * * * 31.2 02 ** ** ** ** ** ** ** 2   59   43 1017.4 ***** 1011.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708281220 280  10 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281250 990   5 ***  45 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281300 271   5 ***  33 BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   60   45 1017.3 ***** 1010.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708281320 990   7 ***  42 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   43 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281350 990   8 ***  42 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281400 354   6 ***  40 BKN * * * 30.1 ** ** ** ** 00 ** ** ** *   60   43 1017.3 ***** 1010.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708281420 990   5 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281450 990   8 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281500 289   7 *** 722 SCT * * * 31.2 01 ** ** ** ** ** ** ** 1   60   43 1017.1 ***** 1010.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708281520 990   5 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281550 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281600 317   4 *** 722 SCT * * * 25.7 ** ** ** ** 00 ** ** ** *   60   44 1017.1 ***** 1010.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708281620 990   3 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   43 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281650 210   6 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   48 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281700 221   6 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   56   49 1017.2 ***** 1010.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708281720 220   5 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   54   48 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281750 230   5 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   54   48 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281800 212   4 *** 722 SCT * * * 31.2 03 ** ** ** ** ** ** ** 1   54   49 1017.4 ***** 1010.9  62  51  0.00 ***** ***** *****  0 
029740 99999 201708281820 210   6 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   52   48 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281850 210   6 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281900 226   5 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   52   48 1017.5 ***** 1011.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708281920 210   3 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   48   48 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708281950 990   1 ***  41 *** * * *  6.2 ** ** ** ** ** ** ** ** *   48   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708282000 311   2 ***  41 BKN * * * 31.1 ** ** ** ** 00 ** ** ** *   52   48 1017.8 ***** 1011.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708282020 990   3 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   50   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708282050 250   5 ***  40 *** * * *  6.2 ** ** ** ** ** ** ** ** *   48   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708282100 266   4 ***  39 BKN * * * 31.2 01 ** ** ** ** ** ** ** 1   50   47 1017.9 ***** 1011.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708282120 240   5 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   46   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708282150 220   5 *** *** *** * * *  6.2 12 ** ** ** ** ** ** ** *   48   46 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708282200 285   3 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   48   46 1018.1 ***** 1011.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708282220 990   2 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   43   41 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708282250 230   2 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   45   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708282300 240   1 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   47   46 1017.8 ***** 1011.2 *** *** ***** ***** ***** *****  0 
029740 99999 201708282320 190   5 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   45   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708282350 990   2 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   45   43 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290000 200   6 *** *** BKN * * * 25.0 11 ** ** ** ** ** ** ** 1   46   45 1017.9 ***** 1011.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708290020 990   2 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   45   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290050 990   1 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   43   41 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290100 203   2 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   46   45 1017.5 ***** 1010.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708290120 ***   0 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   43   41 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290150 ***   0 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   41   41 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290200 203   2 *** 722 SCT * * * 31.2 ** ** ** ** 00 ** ** ** *   45   43 1017.5 ***** 1010.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708290220 080   1 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   41   41 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290250 990   2 *** 722 CLR * * *  6.2 12 ** ** ** ** ** ** ** *   43   41 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290300 185   3 *** *** BKN * * * 25.0 11 ** ** ** ** ** ** ** 2   44   42 1017.4 ***** 1010.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708290320 130   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   41   39 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290350 120   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   43   41 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290400 149   4 *** 722 CLR * * * 25.6 ** ** ** ** 00 ** ** ** *   45   43 1017.3 ***** 1010.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708290420 130   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   45   45 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290450 990   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   43   43 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290500 168   4 *** 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   52   49 1017.0 ***** 1010.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708290520 990   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   45 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290550 180   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   48 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290600 190   6 *** *** BKN * * * 25.0 02 ** ** ** ** ** ** ** 1   55   51 1016.7 ***** 1010.3  55  42  0.00 ***** ***** *****  0 
029740 99999 201708290620 180   7 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   57   52 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290650 180  10 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   59   52 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290700 200  12  17 722 CLR * * * 31.2 ** ** ** ** 00 ** ** ** *   60   53 1016.5 ***** 1010.1 *** *** ***** ***** ***** *****  0 
029740 99999 201708290720 190  14 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   54 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290750 180  15 *** 200 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   54 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290800 194  14  18  16 BKN * * * 24.2 ** ** ** ** 00 ** ** ** *   62   55 1016.3 ***** 1009.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708290820 180  15 ***  18 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   54 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290850 170  14 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   52 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290900 193  14  21  20 BKN * * * 25.0 03 ** ** ** ** ** ** ** 2   63   55 1016.3 ***** 1009.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708290920 190  16 ***  24 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   54 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708290950 180  14 ***  24 *** * * *  6.2 ** ** ** ** ** ** ** ** *   64   54 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291000 204  15  22  22 BKN * * * 26.6 ** ** ** ** 00 ** ** ** *   64   54 1015.9 ***** 1009.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708291020 190  16 ***  21 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   54 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291050 180  16 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   54 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291100 198  15  21  20 OVC * * * 31.2 ** ** ** ** 00 ** ** ** *   62   54 1015.7 ***** 1009.3 *** *** ***** ***** ***** *****  0 
029740 99999 201708291120 180  15 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   54 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291150 180  17 ***  21 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   55 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291200 197  17  24  18 BKN * * * 25.0 02 ** ** ** ** ** ** ** 2   62   55 1015.4 ***** 1009.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708291220 190  16 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   55 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291250 180  13 ***  18 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   55 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291300 219  16  23  17 OVC * * * 30.5 ** ** ** ** 00 ** ** ** *   62   56 1015.2 ***** 1008.8 *** *** ***** ***** ***** *****  0 
029740 99999 201708291320 200  17 ***  22 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   55 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291350 200  16 ***  30 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291400 216  15  21  18 OVC * * * 23.0 ** ** ** ** 00 ** ** ** *   62   57 1014.9 ***** 1008.5 *** *** ***** ***** ***** *****  0 
029740 99999 201708291420 200  16 ***  19 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291450 200  15 ***  18 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291500 218  13  20  15 BKN * * * 25.0 02 ** ** ** ** ** ** ** 2   63   57 1014.4 ***** 1008.0 *** *** ***** ***** ***** *****  0 
029740 99999 201708291520 200  15 ***  20 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291550 210  18 ***  42 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291600 222  20  30  17 BKN * * * 30.7 ** ** ** ** 00 ** ** ** *   63   56 1014.2 ***** 1007.9 *** *** ***** ***** ***** *****  0 
029740 99999 201708291620 210  21 ***  45 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291650 210  20 ***  50 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   55 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291700 222  19  26  17 OVC * * * 29.3 ** ** ** ** 00 ** ** ** *   62   56 1014.0 ***** 1007.7 *** *** ***** ***** ***** *****  0 
029740 99999 201708291720 200  20 ***  55 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291750 210  20 ***  55 *** * * *  6.2 ** ** ** ** ** ** ** ** *   63   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291800 223  19  29  15 BKN * * * 25.0 02 ** ** ** ** ** ** ** 2   62   57 1014.3 ***** 1007.9  64  55  0.00 ***** ***** *****  0 
029740 99999 201708291820 210  20 ***  58 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   57 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291850 210  17 ***  58 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   55 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291900 222  16  22 722 SCT * * * 28.7 ** ** ** ** 00 ** ** ** *   60   56 1014.0 ***** 1007.6 *** *** ***** ***** ***** *****  0 
029740 99999 201708291920 210  16 ***  47 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   55 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708291950 210  14 *** 130 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   55 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708292000 218  15  22 *** BKN * * * 31.2 ** ** ** ** 00 ** ** ** *   60   56 1013.8 ***** 1007.4 *** *** ***** ***** ***** *****  0 
029740 99999 201708292020 200  15 *** 120 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   55 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
029740 99999 201708292050 200  14 *** 120 *** * * *  6.2 ** ** ** ** ** ** ** ** *   61   55 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
