"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]","Relative humidity mean [%]","Gust speed mean [m/s]"
"Oulu Vihreäsaari harbour","2024","6","14","21:00","13.3","79","6.1"
"Oulu Vihreäsaari harbour","2024","6","14","22:00","12.5","80.2","5.8"
"Oulu Vihreäsaari harbour","2024","6","14","23:00","13.4","77.9","4"
"Oulu Vihreäsaari harbour","2024","6","15","00:00","13.9","82.9","4.3"
"Oulu Vihreäsaari harbour","2024","6","15","01:00","14.1","80.9","3.9"
"Oulu Vihreäsaari harbour","2024","6","15","02:00","12.6","88.6","3"
"Oulu Vihreäsaari harbour","2024","6","15","03:00","12.1","91.3","3.2"
"Oulu Vihreäsaari harbour","2024","6","15","04:00","12.7","87.6","3"
"Oulu Vihreäsaari harbour","2024","6","15","05:00","13.2","80.2","4.8"
"Oulu Vihreäsaari harbour","2024","6","15","06:00","12.8","83.6","2.8"
"Oulu Vihreäsaari harbour","2024","6","15","07:00","12.5","88.2","2.6"
"Oulu Vihreäsaari harbour","2024","6","15","08:00","13.2","77.6","3.2"
"Oulu Vihreäsaari harbour","2024","6","15","09:00","13.6","70.8","3.7"
"Oulu Vihreäsaari harbour","2024","6","15","10:00","13.7","71.9","3.4"
"Oulu Vihreäsaari harbour","2024","6","15","11:00","14","70.7","2.3"
"Oulu Vihreäsaari harbour","2024","6","15","12:00","14.2","70.5","3.1"
"Oulu Vihreäsaari harbour","2024","6","15","13:00","14.3","61.7","5.2"
"Oulu Vihreäsaari harbour","2024","6","15","14:00","14.6","61.5","3.4"
"Oulu Vihreäsaari harbour","2024","6","15","15:00","15.5","56.9","2.5"
"Oulu Vihreäsaari harbour","2024","6","15","16:00","16.3","55.9","2.7"
"Oulu Vihreäsaari harbour","2024","6","15","17:00","15.8","56.1","2.7"
"Oulu Vihreäsaari harbour","2024","6","15","18:00","15.8","58","3.2"
"Oulu Vihreäsaari harbour","2024","6","15","19:00","16.1","59.1","3.3"
"Oulu Vihreäsaari harbour","2024","6","15","20:00","16.1","61.7","6.1"
"Oulu Vihreäsaari harbour","2024","6","15","21:00","14.7","68.6","6.1"
"Oulu Vihreäsaari harbour","2024","6","15","22:00","15.6","63.5","5.3"
"Oulu Vihreäsaari harbour","2024","6","15","23:00","15.2","67.8","5.3"
"Oulu Vihreäsaari harbour","2024","6","16","00:00","14.7","72.4","4.1"
"Oulu Vihreäsaari harbour","2024","6","16","01:00","14.1","78.4","3.9"
"Oulu Vihreäsaari harbour","2024","6","16","02:00","13.8","81.2","3.8"
"Oulu Vihreäsaari harbour","2024","6","16","03:00","13.2","85","4.6"
"Oulu Vihreäsaari harbour","2024","6","16","04:00","12.8","85.8","4.6"
"Oulu Vihreäsaari harbour","2024","6","16","05:00","12.4","87.7","4.4"
"Oulu Vihreäsaari harbour","2024","6","16","06:00","12","88.6","4.4"
"Oulu Vihreäsaari harbour","2024","6","16","07:00","13","84","3.9"
"Oulu Vihreäsaari harbour","2024","6","16","08:00","14.5","74","4.8"
"Oulu Vihreäsaari harbour","2024","6","16","09:00","15.2","72.6","4.6"
"Oulu Vihreäsaari harbour","2024","6","16","10:00","15.9","70.2","4.1"
"Oulu Vihreäsaari harbour","2024","6","16","11:00","16.9","61.5","4.5"
"Oulu Vihreäsaari harbour","2024","6","16","12:00","17.9","57","4.8"
"Oulu Vihreäsaari harbour","2024","6","16","13:00","18.6","55","3.4"
"Oulu Vihreäsaari harbour","2024","6","16","14:00","18.4","59","2.1"
"Oulu Vihreäsaari harbour","2024","6","16","15:00","18.1","63.5","3.4"
"Oulu Vihreäsaari harbour","2024","6","16","16:00","18.2","67.5","2.7"
"Oulu Vihreäsaari harbour","2024","6","16","17:00","18.3","68.7","2.9"
"Oulu Vihreäsaari harbour","2024","6","16","18:00","18.2","69.6","3.6"
"Oulu Vihreäsaari harbour","2024","6","16","19:00","18","69.1","3.5"
"Oulu Vihreäsaari harbour","2024","6","16","20:00","18.9","55.5","1.1"
"Oulu Vihreäsaari harbour","2024","6","16","21:00","18.9","59.9","2.1"
"Oulu Vihreäsaari harbour","2024","6","16","22:00","18.8","59.7","4.6"
"Oulu Vihreäsaari harbour","2024","6","16","23:00","18.1","64.7","5.4"
"Oulu Vihreäsaari harbour","2024","6","17","00:00","16.5","77","6"
"Oulu Vihreäsaari harbour","2024","6","17","01:00","16.3","78","5.3"
"Oulu Vihreäsaari harbour","2024","6","17","02:00","16.1","78.5","5.1"
"Oulu Vihreäsaari harbour","2024","6","17","03:00","15.5","82","4"
"Oulu Vihreäsaari harbour","2024","6","17","04:00","14.7","85.9","4.8"
"Oulu Vihreäsaari harbour","2024","6","17","05:00","14.7","86.1","5.9"
"Oulu Vihreäsaari harbour","2024","6","17","06:00","14.7","86.4","5.9"
"Oulu Vihreäsaari harbour","2024","6","17","07:00","14.8","85.7","5.5"
"Oulu Vihreäsaari harbour","2024","6","17","08:00","14.9","86","5.2"
"Oulu Vihreäsaari harbour","2024","6","17","09:00","15.2","86.8","5.4"
"Oulu Vihreäsaari harbour","2024","6","17","10:00","15.6","86.6","5.5"
"Oulu Vihreäsaari harbour","2024","6","17","11:00","16.1","84.8","4.9"
"Oulu Vihreäsaari harbour","2024","6","17","12:00","16.7","82.4","4.1"
"Oulu Vihreäsaari harbour","2024","6","17","13:00","17.5","77","4"
"Oulu Vihreäsaari harbour","2024","6","17","14:00","18.1","73.6","2.5"
"Oulu Vihreäsaari harbour","2024","6","17","15:00","18.7","75.3","2.3"
"Oulu Vihreäsaari harbour","2024","6","17","16:00","20.3","64.8","4.2"
"Oulu Vihreäsaari harbour","2024","6","17","17:00","21.5","56.8","4.9"
"Oulu Vihreäsaari harbour","2024","6","17","18:00","21.7","55.4","5.5"
"Oulu Vihreäsaari harbour","2024","6","17","19:00","21.4","58.2","5.9"
"Oulu Vihreäsaari harbour","2024","6","17","20:00","22","58","6.5"
"Oulu Vihreäsaari harbour","2024","6","17","21:00","21.5","58.5","5.7"
"Oulu Vihreäsaari harbour","2024","6","17","22:00","21.1","60.1","5.6"
"Oulu Vihreäsaari harbour","2024","6","17","23:00","20.3","61.3","6.5"
"Oulu Vihreäsaari harbour","2024","6","18","00:00","19.2","65.6","6.1"
"Oulu Vihreäsaari harbour","2024","6","18","01:00","18.8","65.9","6.6"
"Oulu Vihreäsaari harbour","2024","6","18","02:00","18.7","58.3","6"
"Oulu Vihreäsaari harbour","2024","6","18","03:00","17.9","58.4","5.9"
"Oulu Vihreäsaari harbour","2024","6","18","04:00","17.4","60.6","5.1"
"Oulu Vihreäsaari harbour","2024","6","18","05:00","17.1","64.7","4.7"
"Oulu Vihreäsaari harbour","2024","6","18","06:00","17.2","67.5","5.3"
"Oulu Vihreäsaari harbour","2024","6","18","07:00","17.1","73","6"
"Oulu Vihreäsaari harbour","2024","6","18","08:00","17.9","76.3","7.9"
"Oulu Vihreäsaari harbour","2024","6","18","09:00","17.2","86.4","7.4"
"Oulu Vihreäsaari harbour","2024","6","18","10:00","17.2","90.9","6.7"
"Oulu Vihreäsaari harbour","2024","6","18","11:00","16.8","92.5","6.8"
"Oulu Vihreäsaari harbour","2024","6","18","12:00","16.6","90.1","6.1"
"Oulu Vihreäsaari harbour","2024","6","18","13:00","17.2","92.9","4.8"
"Oulu Vihreäsaari harbour","2024","6","18","14:00","17.9","90.9","5.8"
"Oulu Vihreäsaari harbour","2024","6","18","15:00","16.5","93.4","7.6"
"Oulu Vihreäsaari harbour","2024","6","18","16:00","15.7","93.6","4.4"
"Oulu Vihreäsaari harbour","2024","6","18","17:00","15.9","93.2","2.4"
"Oulu Vihreäsaari harbour","2024","6","18","18:00","15.5","94.2","3.9"
"Oulu Vihreäsaari harbour","2024","6","18","19:00","15.1","93.6","5.4"
"Oulu Vihreäsaari harbour","2024","6","18","20:00","15.1","92.6","3.6"
"Oulu Vihreäsaari harbour","2024","6","18","21:00","16","87.9","1.1"
"Oulu Vihreäsaari harbour","2024","6","18","22:00","15.7","88","1.6"
"Oulu Vihreäsaari harbour","2024","6","18","23:00","16","85.9","1"
"Oulu Vihreäsaari harbour","2024","6","19","00:00","15.2","82.7","4.5"
"Oulu Vihreäsaari harbour","2024","6","19","01:00","13.8","89.4","6.3"
"Oulu Vihreäsaari harbour","2024","6","19","02:00","13.2","90.4","6.7"
"Oulu Vihreäsaari harbour","2024","6","19","03:00","13.1","89.7","6.3"
"Oulu Vihreäsaari harbour","2024","6","19","04:00","13.3","89.4","5.6"
"Oulu Vihreäsaari harbour","2024","6","19","05:00","13.4","88.3","5.8"
"Oulu Vihreäsaari harbour","2024","6","19","06:00","13.7","86.6","4.4"
"Oulu Vihreäsaari harbour","2024","6","19","07:00","13.9","87.7","4.8"
"Oulu Vihreäsaari harbour","2024","6","19","08:00","13.4","88.7","5.7"
"Oulu Vihreäsaari harbour","2024","6","19","09:00","13.8","85.6","3.7"
"Oulu Vihreäsaari harbour","2024","6","19","10:00","15","80.3","2"
"Oulu Vihreäsaari harbour","2024","6","19","11:00","15","82.1","2.8"
"Oulu Vihreäsaari harbour","2024","6","19","12:00","15.4","83","5.9"
"Oulu Vihreäsaari harbour","2024","6","19","13:00","15.8","80.4","8.1"
"Oulu Vihreäsaari harbour","2024","6","19","14:00","16.3","78","9"
"Oulu Vihreäsaari harbour","2024","6","19","15:00","15.9","76.1","10.3"
"Oulu Vihreäsaari harbour","2024","6","19","16:00","16.5","69.3","11.4"
"Oulu Vihreäsaari harbour","2024","6","19","17:00","16.2","71.6","9.2"
"Oulu Vihreäsaari harbour","2024","6","19","18:00","16.2","73","8.3"
"Oulu Vihreäsaari harbour","2024","6","19","19:00","16.4","71.8","8.2"
"Oulu Vihreäsaari harbour","2024","6","19","20:00","16.6","68.3","7.5"
"Oulu Vihreäsaari harbour","2024","6","19","21:00","16.5","70.7","6.2"
"Oulu Vihreäsaari harbour","2024","6","19","22:00","15.9","73.9","7.8"
"Oulu Vihreäsaari harbour","2024","6","19","23:00","15.5","73.4","8.3"
"Oulu Vihreäsaari harbour","2024","6","20","00:00","14.9","76.7","5.2"
"Oulu Vihreäsaari harbour","2024","6","20","01:00","14.1","81.7","5.5"
"Oulu Vihreäsaari harbour","2024","6","20","02:00","13.6","87","5.3"
"Oulu Vihreäsaari harbour","2024","6","20","03:00","13.2","91.1","6.7"
"Oulu Vihreäsaari harbour","2024","6","20","04:00","12.8","92.8","6.4"
"Oulu Vihreäsaari harbour","2024","6","20","05:00","12.9","93.7","7"
"Oulu Vihreäsaari harbour","2024","6","20","06:00","14.8","90.5","7.7"
"Oulu Vihreäsaari harbour","2024","6","20","07:00","15.1","87.2","10.7"
"Oulu Vihreäsaari harbour","2024","6","20","08:00","14.7","84.2","11.9"
"Oulu Vihreäsaari harbour","2024","6","20","09:00","14","80","11.7"
"Oulu Vihreäsaari harbour","2024","6","20","10:00","13.9","78","9.4"
"Oulu Vihreäsaari harbour","2024","6","20","11:00","14","76.9","8.8"
"Oulu Vihreäsaari harbour","2024","6","20","12:00","14.1","78.4","9.2"
"Oulu Vihreäsaari harbour","2024","6","20","13:00","14.1","76.9","8.3"
"Oulu Vihreäsaari harbour","2024","6","20","14:00","14.3","73.8","9.9"
"Oulu Vihreäsaari harbour","2024","6","20","15:00","14","68.3","11.4"
"Oulu Vihreäsaari harbour","2024","6","20","16:00","14.1","68","12.5"
"Oulu Vihreäsaari harbour","2024","6","20","17:00","14.2","70.4","13.4"
"Oulu Vihreäsaari harbour","2024","6","20","18:00","14.3","73.8","12.9"
"Oulu Vihreäsaari harbour","2024","6","20","19:00","13.4","83.1","13.2"
"Oulu Vihreäsaari harbour","2024","6","20","20:00","13.2","80.7","10.9"
"Oulu Vihreäsaari harbour","2024","6","20","21:00","13.4","76.8","9.6"
"Oulu Vihreäsaari harbour","2024","6","20","22:00","13.3","79.6","10.9"
"Oulu Vihreäsaari harbour","2024","6","20","23:00","13.7","77.4","9.8"
"Oulu Vihreäsaari harbour","2024","6","21","00:00","13.9","76.3","8.6"
"Oulu Vihreäsaari harbour","2024","6","21","01:00","14.6","74.5","12"
"Oulu Vihreäsaari harbour","2024","6","21","02:00","14.5","70.2","12.9"
"Oulu Vihreäsaari harbour","2024","6","21","03:00","14.2","70.7","12.6"
"Oulu Vihreäsaari harbour","2024","6","21","04:00","13.8","70.7","12.2"
"Oulu Vihreäsaari harbour","2024","6","21","05:00","13.3","73.4","10.7"
"Oulu Vihreäsaari harbour","2024","6","21","06:00","13.1","73.4","10.6"
"Oulu Vihreäsaari harbour","2024","6","21","07:00","13.2","72.5","9.9"
"Oulu Vihreäsaari harbour","2024","6","21","08:00","13.1","73.8","8.8"
"Oulu Vihreäsaari harbour","2024","6","21","09:00","13.4","73.6","7.6"
"Oulu Vihreäsaari harbour","2024","6","21","10:00","13.5","73.2","7.8"
"Oulu Vihreäsaari harbour","2024","6","21","11:00","13.5","74.3","8.5"
"Oulu Vihreäsaari harbour","2024","6","21","12:00","13.7","75","8.1"
"Oulu Vihreäsaari harbour","2024","6","21","13:00","14.1","74","8.9"
"Oulu Vihreäsaari harbour","2024","6","21","14:00","14.9","68.4","9.5"
"Oulu Vihreäsaari harbour","2024","6","21","15:00","15.1","69","11.2"
"Oulu Vihreäsaari harbour","2024","6","21","16:00","15.3","72.7","11.5"
"Oulu Vihreäsaari harbour","2024","6","21","17:00","15.2","67.3","10.1"
"Oulu Vihreäsaari harbour","2024","6","21","18:00","15.3","68.9","9.7"
"Oulu Vihreäsaari harbour","2024","6","21","19:00","15.7","67.9","10.5"
"Oulu Vihreäsaari harbour","2024","6","21","20:00","15.7","68.2","11.4"
"Oulu Vihreäsaari harbour","2024","6","21","21:00","15.3","78.5","12"
"Oulu Vihreäsaari harbour","2024","6","21","22:00","15.3","78.9","11"
"Oulu Vihreäsaari harbour","2024","6","21","23:00","15.4","77.3","10"
"Oulu Vihreäsaari harbour","2024","6","22","00:00","15.6","76.7","8.8"
"Oulu Vihreäsaari harbour","2024","6","22","01:00","15.3","79.5","6.9"
"Oulu Vihreäsaari harbour","2024","6","22","02:00","13.6","84.2","3.8"
"Oulu Vihreäsaari harbour","2024","6","22","03:00","14.2","78.2","3.3"
"Oulu Vihreäsaari harbour","2024","6","22","04:00","14.8","77","5.2"
"Oulu Vihreäsaari harbour","2024","6","22","05:00","14.4","78.1","5.6"
"Oulu Vihreäsaari harbour","2024","6","22","06:00","12.9","82.8","3.5"
"Oulu Vihreäsaari harbour","2024","6","22","07:00","12.7","82.9","3.6"
"Oulu Vihreäsaari harbour","2024","6","22","08:00","13.2","79.7","2.7"
"Oulu Vihreäsaari harbour","2024","6","22","09:00","13.5","77.3","2.6"
"Oulu Vihreäsaari harbour","2024","6","22","10:00","13.8","77.5","3"
"Oulu Vihreäsaari harbour","2024","6","22","11:00","14.4","74.4","5.5"
"Oulu Vihreäsaari harbour","2024","6","22","12:00","14.5","76.2","7.8"
"Oulu Vihreäsaari harbour","2024","6","22","13:00","14.9","72","9.3"
"Oulu Vihreäsaari harbour","2024","6","22","14:00","15.4","66.9","9.5"
"Oulu Vihreäsaari harbour","2024","6","22","15:00","15.4","70","9.5"
"Oulu Vihreäsaari harbour","2024","6","22","16:00","15.4","74.9","9.1"
"Oulu Vihreäsaari harbour","2024","6","22","17:00","15.5","76.1","9.7"
"Oulu Vihreäsaari harbour","2024","6","22","18:00","15.7","80","9.4"
"Oulu Vihreäsaari harbour","2024","6","22","19:00","16.3","73.9","9"
"Oulu Vihreäsaari harbour","2024","6","22","20:00","16.8","65.1","9.3"
"Oulu Vihreäsaari harbour","2024","6","22","21:00","16.4","73.4","8.5"
"Oulu Vihreäsaari harbour","2024","6","22","22:00","16.2","76.6","7.5"
"Oulu Vihreäsaari harbour","2024","6","22","23:00","16.2","76.4","7.3"
"Oulu Vihreäsaari harbour","2024","6","23","00:00","16.2","80","7.7"
"Oulu Vihreäsaari harbour","2024","6","23","01:00","16.1","81.7","6.2"
"Oulu Vihreäsaari harbour","2024","6","23","02:00","14.6","86","4"
"Oulu Vihreäsaari harbour","2024","6","23","03:00","13.4","85.8","3.8"
"Oulu Vihreäsaari harbour","2024","6","23","04:00","13.5","82.1","2.8"
"Oulu Vihreäsaari harbour","2024","6","23","05:00","13.8","80.4","2.1"
"Oulu Vihreäsaari harbour","2024","6","23","06:00","14.1","72.8","3.3"
"Oulu Vihreäsaari harbour","2024","6","23","07:00","15.3","64.7","2.1"
"Oulu Vihreäsaari harbour","2024","6","23","08:00","15.8","64.7","1.4"
"Oulu Vihreäsaari harbour","2024","6","23","09:00","15.7","65.6","1.9"
"Oulu Vihreäsaari harbour","2024","6","23","10:00","16.3","59.5","2.5"
"Oulu Vihreäsaari harbour","2024","6","23","11:00","16.7","54.1","2.3"
"Oulu Vihreäsaari harbour","2024","6","23","12:00","16.9","57.4","4.1"
"Oulu Vihreäsaari harbour","2024","6","23","13:00","17","58.8","5.2"
"Oulu Vihreäsaari harbour","2024","6","23","14:00","17.4","53.9","4.6"
"Oulu Vihreäsaari harbour","2024","6","23","15:00","17.7","56.6","4.1"
"Oulu Vihreäsaari harbour","2024","6","23","16:00","18","58.8","4.2"
"Oulu Vihreäsaari harbour","2024","6","23","17:00","18","65.4","6"
"Oulu Vihreäsaari harbour","2024","6","23","18:00","18","66.9","6.3"
"Oulu Vihreäsaari harbour","2024","6","23","19:00","17.9","67.6","6.9"
"Oulu Vihreäsaari harbour","2024","6","23","20:00","18.4","63.9","5.2"
"Oulu Vihreäsaari harbour","2024","6","23","21:00","18.6","65.7","3.3"
"Oulu Vihreäsaari harbour","2024","6","23","22:00","18.7","61","2.9"
"Oulu Vihreäsaari harbour","2024","6","23","23:00","18","59.9","2.9"
"Oulu Vihreäsaari harbour","2024","6","24","00:00","18.1","65.1","2.6"
"Oulu Vihreäsaari harbour","2024","6","24","01:00","17.4","72.8","6.8"
"Oulu Vihreäsaari harbour","2024","6","24","02:00","16.4","77.3","8"
"Oulu Vihreäsaari harbour","2024","6","24","03:00","15.4","81.2","4"
"Oulu Vihreäsaari harbour","2024","6","24","04:00","15.1","83.3","2.9"
"Oulu Vihreäsaari harbour","2024","6","24","05:00","14.9","85.9","2.4"
"Oulu Vihreäsaari harbour","2024","6","24","06:00","14.8","89.5","3.8"
"Oulu Vihreäsaari harbour","2024","6","24","07:00","14.6","89","5"
"Oulu Vihreäsaari harbour","2024","6","24","08:00","14.7","90","4.4"
"Oulu Vihreäsaari harbour","2024","6","24","09:00","15.3","88.3","5.2"
"Oulu Vihreäsaari harbour","2024","6","24","10:00","15.7","82.3","6.2"
"Oulu Vihreäsaari harbour","2024","6","24","11:00","15.8","80.7","5.7"
"Oulu Vihreäsaari harbour","2024","6","24","12:00","15.7","77.3","7.4"
"Oulu Vihreäsaari harbour","2024","6","24","13:00","15.6","77.4","8"
"Oulu Vihreäsaari harbour","2024","6","24","14:00","15.6","75.6","7.9"
"Oulu Vihreäsaari harbour","2024","6","24","15:00","16.1","68.2","7.9"
"Oulu Vihreäsaari harbour","2024","6","24","16:00","16.7","67.5","9.7"
"Oulu Vihreäsaari harbour","2024","6","24","17:00","16.8","68.9","10.6"
"Oulu Vihreäsaari harbour","2024","6","24","18:00","17","69.7","11.1"
"Oulu Vihreäsaari harbour","2024","6","24","19:00","16.8","71","11.1"
"Oulu Vihreäsaari harbour","2024","6","24","20:00","16.7","74.1","10.2"
"Oulu Vihreäsaari harbour","2024","6","24","21:00","16.7","75.3","9.6"
"Oulu Vihreäsaari harbour","2024","6","24","22:00","16.7","73.3","10.4"
"Oulu Vihreäsaari harbour","2024","6","24","23:00","16.5","73.9","8.9"
"Oulu Vihreäsaari harbour","2024","6","25","00:00","15.8","76.3","7"
"Oulu Vihreäsaari harbour","2024","6","25","01:00","15.4","79.2","7.3"
"Oulu Vihreäsaari harbour","2024","6","25","02:00","15.2","82.2","6.5"
"Oulu Vihreäsaari harbour","2024","6","25","03:00","15.2","83.9","6.1"
"Oulu Vihreäsaari harbour","2024","6","25","04:00","15.9","77.8","7.3"
"Oulu Vihreäsaari harbour","2024","6","25","05:00","16","72","8.6"
"Oulu Vihreäsaari harbour","2024","6","25","06:00","15.2","73.1","8.2"
"Oulu Vihreäsaari harbour","2024","6","25","07:00","15","73.2","8.1"
"Oulu Vihreäsaari harbour","2024","6","25","08:00","15.3","70.9","7.6"
"Oulu Vihreäsaari harbour","2024","6","25","09:00","15.6","68.2","6.8"
"Oulu Vihreäsaari harbour","2024","6","25","10:00","15.8","67.6","6.5"
"Oulu Vihreäsaari harbour","2024","6","25","11:00","16.5","72","8.4"
"Oulu Vihreäsaari harbour","2024","6","25","12:00","17.1","71.8","7.6"
"Oulu Vihreäsaari harbour","2024","6","25","13:00","17.4","71.9","7.6"
"Oulu Vihreäsaari harbour","2024","6","25","14:00","17.2","75.5","7.9"
"Oulu Vihreäsaari harbour","2024","6","25","15:00","17.6","74.8","7.5"
"Oulu Vihreäsaari harbour","2024","6","25","16:00","17.9","74.7","7.4"
"Oulu Vihreäsaari harbour","2024","6","25","17:00","18.8","72","6.4"
"Oulu Vihreäsaari harbour","2024","6","25","18:00","18.5","72.1","7.9"
"Oulu Vihreäsaari harbour","2024","6","25","19:00","19.1","71.4","6.5"
"Oulu Vihreäsaari harbour","2024","6","25","20:00","19.6","71.9","4.7"
"Oulu Vihreäsaari harbour","2024","6","25","21:00","19.4","71","5.6"
"Oulu Vihreäsaari harbour","2024","6","25","22:00","19.6","68.7","2.9"
"Oulu Vihreäsaari harbour","2024","6","25","23:00","19.2","70.5","4.4"
"Oulu Vihreäsaari harbour","2024","6","26","00:00","18.3","73.2","4.8"
"Oulu Vihreäsaari harbour","2024","6","26","01:00","17.7","75.5","4.4"
"Oulu Vihreäsaari harbour","2024","6","26","02:00","17.1","79.8","4.1"
"Oulu Vihreäsaari harbour","2024","6","26","03:00","16.7","82.8","3.7"
"Oulu Vihreäsaari harbour","2024","6","26","04:00","16.7","83.6","4"
"Oulu Vihreäsaari harbour","2024","6","26","05:00","16.4","85.6","4.1"
"Oulu Vihreäsaari harbour","2024","6","26","06:00","16.5","84.5","3.8"
"Oulu Vihreäsaari harbour","2024","6","26","07:00","16.7","82.8","3.3"
"Oulu Vihreäsaari harbour","2024","6","26","08:00","17.7","79.6","3.3"
"Oulu Vihreäsaari harbour","2024","6","26","09:00","19","75.8","3.2"
"Oulu Vihreäsaari harbour","2024","6","26","10:00","19","78.7","4.1"
"Oulu Vihreäsaari harbour","2024","6","26","11:00","18.7","81.4","4.9"
"Oulu Vihreäsaari harbour","2024","6","26","12:00","18.8","80","5"
"Oulu Vihreäsaari harbour","2024","6","26","13:00","18.5","83.4","4.3"
"Oulu Vihreäsaari harbour","2024","6","26","14:00","18.4","86.3","5.7"
"Oulu Vihreäsaari harbour","2024","6","26","15:00","18.5","86.8","7.4"
"Oulu Vihreäsaari harbour","2024","6","26","16:00","19.7","82.7","9.1"
"Oulu Vihreäsaari harbour","2024","6","26","17:00","20.6","74.9","8.5"
"Oulu Vihreäsaari harbour","2024","6","26","18:00","19.6","78.8","10.5"
"Oulu Vihreäsaari harbour","2024","6","26","19:00","19.2","81.4","7.2"
"Oulu Vihreäsaari harbour","2024","6","26","20:00","18.1","88.4","8"
"Oulu Vihreäsaari harbour","2024","6","26","21:00","17.7","92","7.5"
"Oulu Vihreäsaari harbour","2024","6","26","22:00","17.8","90.4","7.9"
"Oulu Vihreäsaari harbour","2024","6","26","23:00","17.8","88.1","7.6"
"Oulu Vihreäsaari harbour","2024","6","27","00:00","17.7","88.7","6"
"Oulu Vihreäsaari harbour","2024","6","27","01:00","17.5","90.7","3.9"
"Oulu Vihreäsaari harbour","2024","6","27","02:00","17.6","90.7","3.6"
"Oulu Vihreäsaari harbour","2024","6","27","03:00","17.6","86.4","3.4"
"Oulu Vihreäsaari harbour","2024","6","27","04:00","17.3","87.7","2.9"
"Oulu Vihreäsaari harbour","2024","6","27","05:00","17.1","89.5","1.7"
"Oulu Vihreäsaari harbour","2024","6","27","06:00","17.3","86.9","3.1"
"Oulu Vihreäsaari harbour","2024","6","27","07:00","17.2","83","3"
"Oulu Vihreäsaari harbour","2024","6","27","08:00","18.4","65.5","2.2"
"Oulu Vihreäsaari harbour","2024","6","27","09:00","19.5","54.8","1.7"
"Oulu Vihreäsaari harbour","2024","6","27","10:00","19.1","60.2","2.2"
"Oulu Vihreäsaari harbour","2024","6","27","11:00","19.6","52.8","2.5"
"Oulu Vihreäsaari harbour","2024","6","27","12:00","19.4","54.9","4.2"
"Oulu Vihreäsaari harbour","2024","6","27","13:00","18.9","64.1","5.7"
"Oulu Vihreäsaari harbour","2024","6","27","14:00","18.9","63.2","4.9"
"Oulu Vihreäsaari harbour","2024","6","27","15:00","18.9","63.4","5.1"
"Oulu Vihreäsaari harbour","2024","6","27","16:00","19","61.5","5.5"
"Oulu Vihreäsaari harbour","2024","6","27","17:00","19.4","51.9","5.2"
"Oulu Vihreäsaari harbour","2024","6","27","18:00","19.6","47","4.4"
"Oulu Vihreäsaari harbour","2024","6","27","19:00","19.6","50.8","4.8"
"Oulu Vihreäsaari harbour","2024","6","27","20:00","19.8","49.8","4.4"
"Oulu Vihreäsaari harbour","2024","6","27","21:00","20","52.7","2.4"
"Oulu Vihreäsaari harbour","2024","6","27","22:00","20.1","54.6","2.6"
"Oulu Vihreäsaari harbour","2024","6","27","23:00","20.3","48.2","1.7"
"Oulu Vihreäsaari harbour","2024","6","28","00:00","19","55.9","2.5"
"Oulu Vihreäsaari harbour","2024","6","28","01:00","17.7","52.1","2.4"
"Oulu Vihreäsaari harbour","2024","6","28","02:00","16.9","51.9","3.1"
"Oulu Vihreäsaari harbour","2024","6","28","03:00","16.7","49.2","2.8"
"Oulu Vihreäsaari harbour","2024","6","28","04:00","16.5","51.3","4"
"Oulu Vihreäsaari harbour","2024","6","28","05:00","16.3","54.1","4.7"
"Oulu Vihreäsaari harbour","2024","6","28","06:00","16.6","54.9","5.4"
"Oulu Vihreäsaari harbour","2024","6","28","07:00","17.6","58.1","5.8"
"Oulu Vihreäsaari harbour","2024","6","28","08:00","19.2","57.4","6.2"
"Oulu Vihreäsaari harbour","2024","6","28","09:00","20.4","56.9","5.9"
"Oulu Vihreäsaari harbour","2024","6","28","10:00","22.3","53.2","6.6"
"Oulu Vihreäsaari harbour","2024","6","28","11:00","24.1","49.4","6.4"
"Oulu Vihreäsaari harbour","2024","6","28","12:00","25.3","49.2","6.6"
"Oulu Vihreäsaari harbour","2024","6","28","13:00","25.8","50.3","8.1"
"Oulu Vihreäsaari harbour","2024","6","28","14:00","22.9","67.5","7.3"
"Oulu Vihreäsaari harbour","2024","6","28","15:00","19.9","83.9","6"
"Oulu Vihreäsaari harbour","2024","6","28","16:00","20.3","80.8","5.3"
"Oulu Vihreäsaari harbour","2024","6","28","17:00","20.9","77.2","4.9"
"Oulu Vihreäsaari harbour","2024","6","28","18:00","21.2","78.8","2.8"
"Oulu Vihreäsaari harbour","2024","6","28","19:00","22","76.4","2"
"Oulu Vihreäsaari harbour","2024","6","28","20:00","24.4","58.9","0.7"
"Oulu Vihreäsaari harbour","2024","6","28","21:00","25.6","50.9","0.8"
"Oulu Vihreäsaari harbour","2024","6","28","22:00","24.5","52.5","2"
"Oulu Vihreäsaari harbour","2024","6","28","23:00","24.4","51.6","3.7"
"Oulu Vihreäsaari harbour","2024","6","29","00:00","23.7","55","5.1"
"Oulu Vihreäsaari harbour","2024","6","29","01:00","23.2","58.1","6.6"
"Oulu Vihreäsaari harbour","2024","6","29","02:00","22.1","62.5","7.5"
"Oulu Vihreäsaari harbour","2024","6","29","03:00","22.8","60.5","8.9"
"Oulu Vihreäsaari harbour","2024","6","29","04:00","22.2","64.6","9.1"
"Oulu Vihreäsaari harbour","2024","6","29","05:00","21.2","68.7","8.8"
