"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]"
"Turku Rajakari","2024","7","24","03:00","19.5"
"Turku Rajakari","2024","7","24","04:00","19.2"
"Turku Rajakari","2024","7","24","05:00","18.6"
"Turku Rajakari","2024","7","24","06:00","18.2"
"Turku Rajakari","2024","7","24","07:00","17.9"
"Turku Rajakari","2024","7","24","08:00","18"
"Turku Rajakari","2024","7","24","09:00","18.3"
"Turku Rajakari","2024","7","24","10:00","18.8"
"Turku Rajakari","2024","7","24","11:00","19.6"
"Turku Rajakari","2024","7","24","12:00","20.5"
"Turku Rajakari","2024","7","24","13:00","21"
"Turku Rajakari","2024","7","24","14:00","21.1"
"Turku Rajakari","2024","7","24","15:00","21.6"
"Turku Rajakari","2024","7","24","16:00","21.9"
"Turku Rajakari","2024","7","24","17:00","22.3"
"Turku Rajakari","2024","7","24","18:00","22.3"
"Turku Rajakari","2024","7","24","19:00","22.5"
"Turku Rajakari","2024","7","24","20:00","22.2"
"Turku Rajakari","2024","7","24","21:00","22.5"
"Turku Rajakari","2024","7","24","22:00","21.8"
"Turku Rajakari","2024","7","24","23:00","21.3"
"Turku Rajakari","2024","7","25","00:00","21"
"Turku Rajakari","2024","7","25","01:00","20.4"
"Turku Rajakari","2024","7","25","02:00","19.9"
"Turku Rajakari","2024","7","25","03:00","19.7"
"Turku Rajakari","2024","7","25","04:00","19.1"
"Turku Rajakari","2024","7","25","05:00","19.2"
"Turku Rajakari","2024","7","25","06:00","19.1"
"Turku Rajakari","2024","7","25","07:00","18.9"
"Turku Rajakari","2024","7","25","08:00","18.6"
"Turku Rajakari","2024","7","25","09:00","18.3"
"Turku Rajakari","2024","7","25","10:00","18.5"
"Turku Rajakari","2024","7","25","11:00","18.9"
"Turku Rajakari","2024","7","25","12:00","19.8"
"Turku Rajakari","2024","7","25","13:00","20.8"
"Turku Rajakari","2024","7","25","14:00","21.8"
"Turku Rajakari","2024","7","25","15:00","22.6"
"Turku Rajakari","2024","7","25","16:00","22.6"
"Turku Rajakari","2024","7","25","17:00","22.6"
"Turku Rajakari","2024","7","25","18:00","23"
"Turku Rajakari","2024","7","25","19:00","22.6"
"Turku Rajakari","2024","7","25","20:00","21.9"
"Turku Rajakari","2024","7","25","21:00","21.5"
"Turku Rajakari","2024","7","25","22:00","21.2"
"Turku Rajakari","2024","7","25","23:00","20.9"
"Turku Rajakari","2024","7","26","00:00","20.7"
"Turku Rajakari","2024","7","26","01:00","20"
"Turku Rajakari","2024","7","26","02:00","19.6"
"Turku Rajakari","2024","7","26","03:00","19.3"
"Turku Rajakari","2024","7","26","04:00","19.2"
"Turku Rajakari","2024","7","26","05:00","19.1"
"Turku Rajakari","2024","7","26","06:00","19"
"Turku Rajakari","2024","7","26","07:00","19"
"Turku Rajakari","2024","7","26","08:00","19"
"Turku Rajakari","2024","7","26","09:00","19.3"
"Turku Rajakari","2024","7","26","10:00","19.7"
"Turku Rajakari","2024","7","26","11:00","20.1"
"Turku Rajakari","2024","7","26","12:00","20.7"
"Turku Rajakari","2024","7","26","13:00","21.1"
"Turku Rajakari","2024","7","26","14:00","21.4"
"Turku Rajakari","2024","7","26","15:00","21.7"
"Turku Rajakari","2024","7","26","16:00","22.1"
"Turku Rajakari","2024","7","26","17:00","22.3"
"Turku Rajakari","2024","7","26","18:00","22.5"
"Turku Rajakari","2024","7","26","19:00","22.7"
"Turku Rajakari","2024","7","26","20:00","22.7"
"Turku Rajakari","2024","7","26","21:00","22.1"
"Turku Rajakari","2024","7","26","22:00","21.4"
"Turku Rajakari","2024","7","26","23:00","20.7"
"Turku Rajakari","2024","7","27","00:00","20.2"
"Turku Rajakari","2024","7","27","01:00","20.1"
"Turku Rajakari","2024","7","27","02:00","20"
"Turku Rajakari","2024","7","27","03:00","20"
"Turku Rajakari","2024","7","27","04:00","20"
"Turku Rajakari","2024","7","27","05:00","20"
"Turku Rajakari","2024","7","27","06:00","19.9"
"Turku Rajakari","2024","7","27","07:00","19.9"
"Turku Rajakari","2024","7","27","08:00","20"
"Turku Rajakari","2024","7","27","09:00","20.2"
"Turku Rajakari","2024","7","27","10:00","20.8"
"Turku Rajakari","2024","7","27","11:00","21"
"Turku Rajakari","2024","7","27","12:00","20.9"
"Turku Rajakari","2024","7","27","13:00","20.9"
"Turku Rajakari","2024","7","27","14:00","20.6"
"Turku Rajakari","2024","7","27","15:00","20.6"
"Turku Rajakari","2024","7","27","16:00","20.4"
"Turku Rajakari","2024","7","27","17:00","20.3"
"Turku Rajakari","2024","7","27","18:00","20.2"
"Turku Rajakari","2024","7","27","19:00","20.1"
"Turku Rajakari","2024","7","27","20:00","20.2"
"Turku Rajakari","2024","7","27","21:00","20.2"
"Turku Rajakari","2024","7","27","22:00","20.2"
"Turku Rajakari","2024","7","27","23:00","20.2"
"Turku Rajakari","2024","7","28","00:00","20"
"Turku Rajakari","2024","7","28","01:00","19.9"
"Turku Rajakari","2024","7","28","02:00","19.4"
"Turku Rajakari","2024","7","28","03:00","19.1"
"Turku Rajakari","2024","7","28","04:00","18.9"
"Turku Rajakari","2024","7","28","05:00","18.6"
"Turku Rajakari","2024","7","28","06:00","18.4"
"Turku Rajakari","2024","7","28","07:00","18.4"
"Turku Rajakari","2024","7","28","08:00","18.8"
"Turku Rajakari","2024","7","28","09:00","19.5"
"Turku Rajakari","2024","7","28","10:00","20.1"
"Turku Rajakari","2024","7","28","11:00","20.3"
"Turku Rajakari","2024","7","28","12:00","20.5"
"Turku Rajakari","2024","7","28","13:00","20.5"
"Turku Rajakari","2024","7","28","14:00","20.3"
"Turku Rajakari","2024","7","28","15:00","20.2"
"Turku Rajakari","2024","7","28","16:00","20.1"
"Turku Rajakari","2024","7","28","17:00","20.3"
"Turku Rajakari","2024","7","28","18:00","20.1"
"Turku Rajakari","2024","7","28","19:00","20"
"Turku Rajakari","2024","7","28","20:00","20.3"
"Turku Rajakari","2024","7","28","21:00","20"
"Turku Rajakari","2024","7","28","22:00","19.7"
"Turku Rajakari","2024","7","28","23:00","19.4"
"Turku Rajakari","2024","7","29","00:00","18.9"
"Turku Rajakari","2024","7","29","01:00","18.5"
"Turku Rajakari","2024","7","29","02:00","18.2"
"Turku Rajakari","2024","7","29","03:00","18"
"Turku Rajakari","2024","7","29","04:00","17.6"
"Turku Rajakari","2024","7","29","05:00","17.4"
"Turku Rajakari","2024","7","29","06:00","17.5"
"Turku Rajakari","2024","7","29","07:00","17.6"
"Turku Rajakari","2024","7","29","08:00","17.7"
"Turku Rajakari","2024","7","29","09:00","18.5"
"Turku Rajakari","2024","7","29","10:00","19.1"
"Turku Rajakari","2024","7","29","11:00","19.7"
"Turku Rajakari","2024","7","29","12:00","20.4"
"Turku Rajakari","2024","7","29","13:00","21.6"
"Turku Rajakari","2024","7","29","14:00","21.9"
"Turku Rajakari","2024","7","29","15:00","22.1"
"Turku Rajakari","2024","7","29","16:00","22.2"
"Turku Rajakari","2024","7","29","17:00","21.7"
"Turku Rajakari","2024","7","29","18:00","21.2"
"Turku Rajakari","2024","7","29","19:00","21"
"Turku Rajakari","2024","7","29","20:00","21.1"
"Turku Rajakari","2024","7","29","21:00","21"
"Turku Rajakari","2024","7","29","22:00","20.2"
"Turku Rajakari","2024","7","29","23:00","19.4"
"Turku Rajakari","2024","7","30","00:00","19"
"Turku Rajakari","2024","7","30","01:00","18.6"
"Turku Rajakari","2024","7","30","02:00","18"
"Turku Rajakari","2024","7","30","03:00","17.4"
"Turku Rajakari","2024","7","30","04:00","17.3"
"Turku Rajakari","2024","7","30","05:00","17"
"Turku Rajakari","2024","7","30","06:00","16.3"
"Turku Rajakari","2024","7","30","07:00","15.7"
"Turku Rajakari","2024","7","30","08:00","16.1"
"Turku Rajakari","2024","7","30","09:00","17.2"
"Turku Rajakari","2024","7","30","10:00","18.4"
"Turku Rajakari","2024","7","30","11:00","19.1"
"Turku Rajakari","2024","7","30","12:00","20"
"Turku Rajakari","2024","7","30","13:00","20.8"
"Turku Rajakari","2024","7","30","14:00","21.2"
"Turku Rajakari","2024","7","30","15:00","21.2"
"Turku Rajakari","2024","7","30","16:00","21.3"
"Turku Rajakari","2024","7","30","17:00","21.2"
"Turku Rajakari","2024","7","30","18:00","20.7"
"Turku Rajakari","2024","7","30","19:00","20.2"
"Turku Rajakari","2024","7","30","20:00","20.2"
"Turku Rajakari","2024","7","30","21:00","19.8"
"Turku Rajakari","2024","7","30","22:00","18.9"
"Turku Rajakari","2024","7","30","23:00","17.9"
"Turku Rajakari","2024","7","31","00:00","17.4"
"Turku Rajakari","2024","7","31","01:00","17.4"
"Turku Rajakari","2024","7","31","02:00","17.4"
"Turku Rajakari","2024","7","31","03:00","17.7"
"Turku Rajakari","2024","7","31","04:00","17.7"
"Turku Rajakari","2024","7","31","05:00","17.6"
"Turku Rajakari","2024","7","31","06:00","17.6"
"Turku Rajakari","2024","7","31","07:00","17.6"
"Turku Rajakari","2024","7","31","08:00","17.8"
"Turku Rajakari","2024","7","31","09:00","18"
"Turku Rajakari","2024","7","31","10:00","18.3"
"Turku Rajakari","2024","7","31","11:00","18.6"
"Turku Rajakari","2024","7","31","12:00","18.8"
"Turku Rajakari","2024","7","31","13:00","19.7"
"Turku Rajakari","2024","7","31","14:00","20.3"
"Turku Rajakari","2024","7","31","15:00","19.3"
"Turku Rajakari","2024","7","31","16:00","19"
"Turku Rajakari","2024","7","31","17:00","16.9"
"Turku Rajakari","2024","7","31","18:00","17.9"
"Turku Rajakari","2024","7","31","19:00","19.1"
"Turku Rajakari","2024","7","31","20:00","18.8"
"Turku Rajakari","2024","7","31","21:00","19.1"
"Turku Rajakari","2024","7","31","22:00","18.7"
"Turku Rajakari","2024","7","31","23:00","18.1"
"Turku Rajakari","2024","8","1","00:00","17.6"
"Turku Rajakari","2024","8","1","01:00","17.3"
"Turku Rajakari","2024","8","1","02:00","17.2"
"Turku Rajakari","2024","8","1","03:00","17.1"
"Turku Rajakari","2024","8","1","04:00","17.1"
"Turku Rajakari","2024","8","1","05:00","17.4"
"Turku Rajakari","2024","8","1","06:00","17.6"
"Turku Rajakari","2024","8","1","07:00","17.3"
"Turku Rajakari","2024","8","1","08:00","17.4"
"Turku Rajakari","2024","8","1","09:00","17.7"
"Turku Rajakari","2024","8","1","10:00","17.9"
"Turku Rajakari","2024","8","1","11:00","17.8"
"Turku Rajakari","2024","8","1","12:00","18.1"
"Turku Rajakari","2024","8","1","13:00","18.4"
"Turku Rajakari","2024","8","1","14:00","18.1"
"Turku Rajakari","2024","8","1","15:00","17.8"
"Turku Rajakari","2024","8","1","16:00","17.2"
"Turku Rajakari","2024","8","1","17:00","16.6"
"Turku Rajakari","2024","8","1","18:00","17.1"
"Turku Rajakari","2024","8","1","19:00","17.5"
"Turku Rajakari","2024","8","1","20:00","17.6"
"Turku Rajakari","2024","8","1","21:00","17.7"
"Turku Rajakari","2024","8","1","22:00","17.8"
"Turku Rajakari","2024","8","1","23:00","17.4"
"Turku Rajakari","2024","8","2","00:00","17.3"
"Turku Rajakari","2024","8","2","01:00","17.4"
"Turku Rajakari","2024","8","2","02:00","17.1"
"Turku Rajakari","2024","8","2","03:00","16.6"
"Turku Rajakari","2024","8","2","04:00","16.3"
"Turku Rajakari","2024","8","2","05:00","16.6"
"Turku Rajakari","2024","8","2","06:00","16.8"
"Turku Rajakari","2024","8","2","07:00","16.9"
"Turku Rajakari","2024","8","2","08:00","16.4"
"Turku Rajakari","2024","8","2","09:00","17.1"
"Turku Rajakari","2024","8","2","10:00","17.6"
"Turku Rajakari","2024","8","2","11:00","18.1"
"Turku Rajakari","2024","8","2","12:00","17.3"
"Turku Rajakari","2024","8","2","13:00","18.3"
"Turku Rajakari","2024","8","2","14:00","18.7"
"Turku Rajakari","2024","8","2","15:00","18"
"Turku Rajakari","2024","8","2","16:00","18"
"Turku Rajakari","2024","8","2","17:00","18.7"
"Turku Rajakari","2024","8","2","18:00","18.7"
"Turku Rajakari","2024","8","2","19:00","18.6"
"Turku Rajakari","2024","8","2","20:00","17.8"
"Turku Rajakari","2024","8","2","21:00","17.4"
"Turku Rajakari","2024","8","2","22:00","17.2"
"Turku Rajakari","2024","8","2","23:00","16.9"
"Turku Rajakari","2024","8","3","00:00","16.7"
"Turku Rajakari","2024","8","3","01:00","16.7"
"Turku Rajakari","2024","8","3","02:00","16.9"
"Turku Rajakari","2024","8","3","03:00","17"
"Turku Rajakari","2024","8","3","04:00","16.9"
"Turku Rajakari","2024","8","3","05:00","16.7"
"Turku Rajakari","2024","8","3","06:00","16.6"
"Turku Rajakari","2024","8","3","07:00","16.6"
"Turku Rajakari","2024","8","3","08:00","16.6"
"Turku Rajakari","2024","8","3","09:00","16.6"
"Turku Rajakari","2024","8","3","10:00","17.2"
"Turku Rajakari","2024","8","3","11:00","17.9"
"Turku Rajakari","2024","8","3","12:00","18.9"
"Turku Rajakari","2024","8","3","13:00","19.8"
"Turku Rajakari","2024","8","3","14:00","19.7"
"Turku Rajakari","2024","8","3","15:00","19.7"
"Turku Rajakari","2024","8","3","16:00","18.2"
"Turku Rajakari","2024","8","3","17:00","18"
"Turku Rajakari","2024","8","3","18:00","17.9"
"Turku Rajakari","2024","8","3","19:00","17.6"
"Turku Rajakari","2024","8","3","20:00","18.8"
"Turku Rajakari","2024","8","3","21:00","19.2"
"Turku Rajakari","2024","8","3","22:00","18.8"
"Turku Rajakari","2024","8","3","23:00","18.4"
"Turku Rajakari","2024","8","4","00:00","17.9"
"Turku Rajakari","2024","8","4","01:00","17.6"
"Turku Rajakari","2024","8","4","02:00","17.3"
"Turku Rajakari","2024","8","4","03:00","17.1"
"Turku Rajakari","2024","8","4","04:00","16.7"
"Turku Rajakari","2024","8","4","05:00","16.2"
"Turku Rajakari","2024","8","4","06:00","15.8"
"Turku Rajakari","2024","8","4","07:00","15.6"
"Turku Rajakari","2024","8","4","08:00","15.3"
"Turku Rajakari","2024","8","4","09:00","15.5"
"Turku Rajakari","2024","8","4","10:00","16.1"
"Turku Rajakari","2024","8","4","11:00","17.4"
"Turku Rajakari","2024","8","4","12:00","18.3"
"Turku Rajakari","2024","8","4","13:00","19.7"
"Turku Rajakari","2024","8","4","14:00","20.7"
"Turku Rajakari","2024","8","4","15:00","21.5"
"Turku Rajakari","2024","8","4","16:00","20"
"Turku Rajakari","2024","8","4","17:00","19.3"
"Turku Rajakari","2024","8","4","18:00","19.2"
"Turku Rajakari","2024","8","4","19:00","18.6"
"Turku Rajakari","2024","8","4","20:00","18.4"
"Turku Rajakari","2024","8","4","21:00","19.1"
"Turku Rajakari","2024","8","4","22:00","19.1"
"Turku Rajakari","2024","8","4","23:00","18.5"
"Turku Rajakari","2024","8","5","00:00","18.2"
"Turku Rajakari","2024","8","5","01:00","18"
"Turku Rajakari","2024","8","5","02:00","17.5"
"Turku Rajakari","2024","8","5","03:00","17.1"
"Turku Rajakari","2024","8","5","04:00","16.9"
"Turku Rajakari","2024","8","5","05:00","16.7"
"Turku Rajakari","2024","8","5","06:00","16.7"
"Turku Rajakari","2024","8","5","07:00","16.6"
"Turku Rajakari","2024","8","5","08:00","16.6"
"Turku Rajakari","2024","8","5","09:00","16.8"
"Turku Rajakari","2024","8","5","10:00","17.5"
"Turku Rajakari","2024","8","5","11:00","18.4"
"Turku Rajakari","2024","8","5","12:00","19.7"
"Turku Rajakari","2024","8","5","13:00","20.5"
"Turku Rajakari","2024","8","5","14:00","21"
"Turku Rajakari","2024","8","5","15:00","19.3"
"Turku Rajakari","2024","8","5","16:00","18.2"
"Turku Rajakari","2024","8","5","17:00","18.7"
"Turku Rajakari","2024","8","5","18:00","19.4"
"Turku Rajakari","2024","8","5","19:00","19.6"
"Turku Rajakari","2024","8","5","20:00","19.8"
"Turku Rajakari","2024","8","5","21:00","19.6"
"Turku Rajakari","2024","8","5","22:00","19.6"
"Turku Rajakari","2024","8","5","23:00","19"
"Turku Rajakari","2024","8","6","00:00","18.6"
"Turku Rajakari","2024","8","6","01:00","18.4"
"Turku Rajakari","2024","8","6","02:00","18"
"Turku Rajakari","2024","8","6","03:00","17.6"
"Turku Rajakari","2024","8","6","04:00","17.5"
"Turku Rajakari","2024","8","6","05:00","16.9"
"Turku Rajakari","2024","8","6","06:00","16.3"
"Turku Rajakari","2024","8","6","07:00","16.3"
"Turku Rajakari","2024","8","6","08:00","16.6"
"Turku Rajakari","2024","8","6","09:00","17.4"
"Turku Rajakari","2024","8","6","10:00","18.5"
"Turku Rajakari","2024","8","6","11:00","19.8"
"Turku Rajakari","2024","8","6","12:00","20.6"
"Turku Rajakari","2024","8","6","13:00","21.3"
"Turku Rajakari","2024","8","6","14:00","22.1"
"Turku Rajakari","2024","8","6","15:00","23"
"Turku Rajakari","2024","8","6","16:00","23.3"
"Turku Rajakari","2024","8","6","17:00","22.2"
"Turku Rajakari","2024","8","6","18:00","22.4"
"Turku Rajakari","2024","8","6","19:00","23.2"
"Turku Rajakari","2024","8","6","20:00","22.6"
"Turku Rajakari","2024","8","6","21:00","22.2"
"Turku Rajakari","2024","8","6","22:00","21.5"
"Turku Rajakari","2024","8","6","23:00","21"
"Turku Rajakari","2024","8","7","00:00","20.2"
"Turku Rajakari","2024","8","7","01:00","19.6"
"Turku Rajakari","2024","8","7","02:00","19"
"Turku Rajakari","2024","8","7","03:00","18.3"
"Turku Rajakari","2024","8","7","04:00","17.9"
"Turku Rajakari","2024","8","7","05:00","16.6"
"Turku Rajakari","2024","8","7","06:00","16.2"
"Turku Rajakari","2024","8","7","07:00","16.8"
"Turku Rajakari","2024","8","7","08:00","17.2"
"Turku Rajakari","2024","8","7","09:00","18.5"
"Turku Rajakari","2024","8","7","10:00","19.3"
"Turku Rajakari","2024","8","7","11:00","20"
"Turku Rajakari","2024","8","7","12:00","21.1"
"Turku Rajakari","2024","8","7","13:00","22.3"
"Turku Rajakari","2024","8","7","14:00","22.7"
"Turku Rajakari","2024","8","7","15:00","22.5"
"Turku Rajakari","2024","8","7","16:00","22.3"
"Turku Rajakari","2024","8","7","17:00","22"
"Turku Rajakari","2024","8","7","18:00","21.8"
"Turku Rajakari","2024","8","7","19:00","22.5"
"Turku Rajakari","2024","8","7","20:00","22.5"
"Turku Rajakari","2024","8","7","21:00","20.8"
"Turku Rajakari","2024","8","7","22:00","20.1"
"Turku Rajakari","2024","8","7","23:00","20.6"
"Turku Rajakari","2024","8","8","00:00","20.2"
"Turku Rajakari","2024","8","8","01:00","19.7"
"Turku Rajakari","2024","8","8","02:00","19.5"
"Turku Rajakari","2024","8","8","03:00","19.3"
"Turku Rajakari","2024","8","8","04:00","19.2"
"Turku Rajakari","2024","8","8","05:00","18.9"
"Turku Rajakari","2024","8","8","06:00","19"
"Turku Rajakari","2024","8","8","07:00","18.5"
"Turku Rajakari","2024","8","8","08:00","18.2"
"Turku Rajakari","2024","8","8","09:00","18.9"
"Turku Rajakari","2024","8","8","10:00","19.9"
"Turku Rajakari","2024","8","8","11:00","20.5"
"Turku Rajakari","2024","8","8","12:00","20.8"
"Turku Rajakari","2024","8","8","13:00","21"
"Turku Rajakari","2024","8","8","14:00","21.2"
"Turku Rajakari","2024","8","8","15:00","21.4"
"Turku Rajakari","2024","8","8","16:00","21.6"
"Turku Rajakari","2024","8","8","17:00","21.5"
"Turku Rajakari","2024","8","8","18:00","21.5"
"Turku Rajakari","2024","8","8","19:00","21"
"Turku Rajakari","2024","8","8","20:00","20.7"
"Turku Rajakari","2024","8","8","21:00","20.7"
"Turku Rajakari","2024","8","8","22:00","20.5"
"Turku Rajakari","2024","8","8","23:00","19.8"
"Turku Rajakari","2024","8","9","00:00","19.3"
"Turku Rajakari","2024","8","9","01:00","19.2"
"Turku Rajakari","2024","8","9","02:00","19.1"
"Turku Rajakari","2024","8","9","03:00","18.8"
"Turku Rajakari","2024","8","9","04:00","18.8"
"Turku Rajakari","2024","8","9","05:00","18.8"
"Turku Rajakari","2024","8","9","06:00","18.9"
"Turku Rajakari","2024","8","9","07:00","19.3"
"Turku Rajakari","2024","8","9","08:00","19.4"
"Turku Rajakari","2024","8","9","09:00","19.4"
"Turku Rajakari","2024","8","9","10:00","19"
"Turku Rajakari","2024","8","9","11:00","19.7"
"Turku Rajakari","2024","8","9","12:00","20.8"
"Turku Rajakari","2024","8","9","13:00","21.1"
"Turku Rajakari","2024","8","9","14:00","20.5"
"Turku Rajakari","2024","8","9","15:00","20.7"
"Turku Rajakari","2024","8","9","16:00","21"
"Turku Rajakari","2024","8","9","17:00","21.1"
"Turku Rajakari","2024","8","9","18:00","20.9"
"Turku Rajakari","2024","8","9","19:00","20.5"
"Turku Rajakari","2024","8","9","20:00","20.1"
"Turku Rajakari","2024","8","9","21:00","20"
"Turku Rajakari","2024","8","9","22:00","19.6"
"Turku Rajakari","2024","8","9","23:00","19.2"
"Turku Rajakari","2024","8","10","00:00","19.5"
"Turku Rajakari","2024","8","10","01:00","19.9"
"Turku Rajakari","2024","8","10","02:00","19.4"
"Turku Rajakari","2024","8","10","03:00","19"
"Turku Rajakari","2024","8","10","04:00","17.5"
"Turku Rajakari","2024","8","10","05:00","17.7"
"Turku Rajakari","2024","8","10","06:00","18"
"Turku Rajakari","2024","8","10","07:00","18.4"
"Turku Rajakari","2024","8","10","08:00","18.4"
"Turku Rajakari","2024","8","10","09:00","18.3"
"Turku Rajakari","2024","8","10","10:00","18.1"
"Turku Rajakari","2024","8","10","11:00","18.1"
"Turku Rajakari","2024","8","10","12:00","18.3"
"Turku Rajakari","2024","8","10","13:00","18.3"
"Turku Rajakari","2024","8","10","14:00","18.1"
"Turku Rajakari","2024","8","10","15:00","18.2"
"Turku Rajakari","2024","8","10","16:00","18.9"
"Turku Rajakari","2024","8","10","17:00","19.4"
"Turku Rajakari","2024","8","10","18:00","19.6"
"Turku Rajakari","2024","8","10","19:00","19.7"
"Turku Rajakari","2024","8","10","20:00","18.4"
"Turku Rajakari","2024","8","10","21:00","18.6"
"Turku Rajakari","2024","8","10","22:00","18.7"
"Turku Rajakari","2024","8","10","23:00","18.2"
"Turku Rajakari","2024","8","11","00:00","16"
"Turku Rajakari","2024","8","11","01:00","15.6"
"Turku Rajakari","2024","8","11","02:00","16.6"
"Turku Rajakari","2024","8","11","03:00","16.8"
"Turku Rajakari","2024","8","11","04:00","16.9"
"Turku Rajakari","2024","8","11","05:00","17"
"Turku Rajakari","2024","8","11","06:00","16.9"
"Turku Rajakari","2024","8","11","07:00","16.9"
"Turku Rajakari","2024","8","11","08:00","17.1"
"Turku Rajakari","2024","8","11","09:00","17.4"
"Turku Rajakari","2024","8","11","10:00","17.6"
"Turku Rajakari","2024","8","11","11:00","17.8"
"Turku Rajakari","2024","8","11","12:00","17.9"
"Turku Rajakari","2024","8","11","13:00","18"
"Turku Rajakari","2024","8","11","14:00","18.2"
"Turku Rajakari","2024","8","11","15:00","18.5"
"Turku Rajakari","2024","8","11","16:00","18.7"
"Turku Rajakari","2024","8","11","17:00","18.7"
"Turku Rajakari","2024","8","11","18:00","18.5"
"Turku Rajakari","2024","8","11","19:00","18"
"Turku Rajakari","2024","8","11","20:00","17.5"
"Turku Rajakari","2024","8","11","21:00","18.1"
"Turku Rajakari","2024","8","11","22:00","18.2"
"Turku Rajakari","2024","8","11","23:00","18.1"
"Turku Rajakari","2024","8","12","00:00","17.7"
"Turku Rajakari","2024","8","12","01:00","17.9"
"Turku Rajakari","2024","8","12","02:00","17.3"
"Turku Rajakari","2024","8","12","03:00","16.9"
"Turku Rajakari","2024","8","12","04:00","16.5"
"Turku Rajakari","2024","8","12","05:00","16.2"
"Turku Rajakari","2024","8","12","06:00","16"
"Turku Rajakari","2024","8","12","07:00","16"
"Turku Rajakari","2024","8","12","08:00","16.1"
"Turku Rajakari","2024","8","12","09:00","15.7"
"Turku Rajakari","2024","8","12","10:00","15.7"
"Turku Rajakari","2024","8","12","11:00","15.9"
"Turku Rajakari","2024","8","12","12:00","16.3"
"Turku Rajakari","2024","8","12","13:00","17"
"Turku Rajakari","2024","8","12","14:00","17.2"
"Turku Rajakari","2024","8","12","15:00","17.2"
"Turku Rajakari","2024","8","12","16:00","16.5"
"Turku Rajakari","2024","8","12","17:00","16"
"Turku Rajakari","2024","8","12","18:00","16.7"
"Turku Rajakari","2024","8","12","19:00","17.5"
"Turku Rajakari","2024","8","12","20:00","17.9"
"Turku Rajakari","2024","8","12","21:00","17.8"
"Turku Rajakari","2024","8","12","22:00","17.4"
"Turku Rajakari","2024","8","12","23:00","17.1"
"Turku Rajakari","2024","8","13","00:00","17"
"Turku Rajakari","2024","8","13","01:00","16.8"
"Turku Rajakari","2024","8","13","02:00","16.6"
"Turku Rajakari","2024","8","13","03:00","16.1"
"Turku Rajakari","2024","8","13","04:00","15.6"
"Turku Rajakari","2024","8","13","05:00","15.6"
"Turku Rajakari","2024","8","13","06:00","15.1"
"Turku Rajakari","2024","8","13","07:00","15.4"
"Turku Rajakari","2024","8","13","08:00","15.4"
"Turku Rajakari","2024","8","13","09:00","16"
"Turku Rajakari","2024","8","13","10:00","16.9"
"Turku Rajakari","2024","8","13","11:00","18.5"
"Turku Rajakari","2024","8","13","12:00","19.7"
"Turku Rajakari","2024","8","13","13:00","20.4"
"Turku Rajakari","2024","8","13","14:00","20.1"
"Turku Rajakari","2024","8","13","15:00","21.2"
"Turku Rajakari","2024","8","13","16:00","21.3"
"Turku Rajakari","2024","8","13","17:00","21"
"Turku Rajakari","2024","8","13","18:00","21.1"
"Turku Rajakari","2024","8","13","19:00","20.9"
"Turku Rajakari","2024","8","13","20:00","20.4"
"Turku Rajakari","2024","8","13","21:00","19.8"
"Turku Rajakari","2024","8","13","22:00","18.8"
"Turku Rajakari","2024","8","13","23:00","18"
"Turku Rajakari","2024","8","14","00:00","17.4"
"Turku Rajakari","2024","8","14","01:00","16.8"
"Turku Rajakari","2024","8","14","02:00","16.5"
"Turku Rajakari","2024","8","14","03:00","16.6"
"Turku Rajakari","2024","8","14","04:00","16.1"
"Turku Rajakari","2024","8","14","05:00","15.5"
"Turku Rajakari","2024","8","14","06:00","15.5"
"Turku Rajakari","2024","8","14","07:00","15.4"
"Turku Rajakari","2024","8","14","08:00","15.3"
"Turku Rajakari","2024","8","14","09:00","16.6"
"Turku Rajakari","2024","8","14","10:00","18.1"
"Turku Rajakari","2024","8","14","11:00","18.9"
"Turku Rajakari","2024","8","14","12:00","19.4"
"Turku Rajakari","2024","8","14","13:00","19.8"
"Turku Rajakari","2024","8","14","14:00","20.2"
"Turku Rajakari","2024","8","14","15:00","20.6"
"Turku Rajakari","2024","8","14","16:00","21.1"
"Turku Rajakari","2024","8","14","17:00","21.9"
"Turku Rajakari","2024","8","14","18:00","21.8"
"Turku Rajakari","2024","8","14","19:00","21.7"
"Turku Rajakari","2024","8","14","20:00","21.2"
"Turku Rajakari","2024","8","14","21:00","20.5"
"Turku Rajakari","2024","8","14","22:00","19.5"
"Turku Rajakari","2024","8","14","23:00","18.9"
"Turku Rajakari","2024","8","15","00:00","18.5"
"Turku Rajakari","2024","8","15","01:00","18.3"
"Turku Rajakari","2024","8","15","02:00","18.1"
"Turku Rajakari","2024","8","15","03:00","17.2"
"Turku Rajakari","2024","8","15","04:00","17.1"
"Turku Rajakari","2024","8","15","05:00","17.2"
"Turku Rajakari","2024","8","15","06:00","17.2"
"Turku Rajakari","2024","8","15","07:00","17.4"
"Turku Rajakari","2024","8","15","08:00","17.8"
"Turku Rajakari","2024","8","15","09:00","18.6"
"Turku Rajakari","2024","8","15","10:00","19.2"
"Turku Rajakari","2024","8","15","11:00","19.7"
"Turku Rajakari","2024","8","15","12:00","20"
"Turku Rajakari","2024","8","15","13:00","19.9"
"Turku Rajakari","2024","8","15","14:00","20.1"
"Turku Rajakari","2024","8","15","15:00","20.5"
